"","Timepoints","Equilibrium"
"1",1,12
"2",2,12
"3",3,12
"4",4,12
"5",5,11
"6",6,12
"7",7,12
"8",8,11
"9",9,11
"10",10,10
"11",11,10
"12",12,10
"13",13,11
"14",14,11
"15",15,10
"16",16,10
"17",17,11
"18",18,11
"19",19,11
"20",20,12
"21",21,12
"22",22,12
"23",23,12
"24",24,12
"25",25,12
"26",26,12
"27",27,12
"28",28,13
"29",29,13
"30",30,13
"31",31,13
"32",32,13
"33",33,13
"34",34,13
"35",35,13
"36",36,13
"37",37,13
"38",38,13
"39",39,14
"40",40,15
"41",41,15
"42",42,15
"43",43,15
"44",44,16
"45",45,16
"46",46,17
"47",47,17
"48",48,17
"49",49,16
"50",50,15
"51",51,15
"52",52,14
"53",53,13
"54",54,14
"55",55,14
"56",56,15
"57",57,15
"58",58,15
"59",59,15
"60",60,15
"61",61,16
"62",62,16
"63",63,16
"64",64,15
"65",65,16
"66",66,17
"67",67,17
"68",68,17
"69",69,17
"70",70,17
"71",71,17
"72",72,17
"73",73,17
"74",74,17
"75",75,17
"76",76,17
"77",77,17
"78",78,17
"79",79,16
"80",80,16
"81",81,17
"82",82,17
"83",83,18
"84",84,18
"85",85,17
"86",86,18
"87",87,18
"88",88,18
"89",89,18
"90",90,18
"91",91,19
"92",92,19
"93",93,19
"94",94,19
"95",95,19
"96",96,19
"97",97,19
"98",98,19
"99",99,19
"100",100,19
"101",101,19
"102",102,19
"103",103,19
"104",104,19
"105",105,19
"106",106,19
"107",107,18
"108",108,18
"109",109,18
"110",110,18
"111",111,18
"112",112,18
"113",113,18
"114",114,19
"115",115,19
"116",116,19
"117",117,20
"118",118,19
"119",119,19
"120",120,19
"121",121,20
"122",122,20
"123",123,20
"124",124,20
"125",125,20
"126",126,20
"127",127,20
"128",128,20
"129",129,20
"130",130,20
"131",131,20
"132",132,20
"133",133,20
"134",134,20
"135",135,20
"136",136,20
"137",137,20
"138",138,20
"139",139,20
"140",140,21
"141",141,20
"142",142,20
"143",143,19
"144",144,19
"145",145,19
"146",146,19
"147",147,19
"148",148,19
"149",149,19
"150",150,19
"151",151,19
"152",152,19
"153",153,19
"154",154,19
"155",155,19
"156",156,19
"157",157,20
"158",158,20
"159",159,20
"160",160,20
"161",161,20
"162",162,20
"163",163,20
"164",164,20
"165",165,20
"166",166,19
"167",167,19
"168",168,19
"169",169,19
"170",170,19
"171",171,19
"172",172,19
"173",173,19
"174",174,19
"175",175,19
"176",176,19
"177",177,19
"178",178,19
"179",179,20
"180",180,20
"181",181,20
"182",182,20
"183",183,20
"184",184,20
"185",185,20
"186",186,20
"187",187,20
"188",188,20
"189",189,20
"190",190,20
"191",191,20
"192",192,20
"193",193,20
"194",194,20
"195",195,20
"196",196,20
"197",197,19
"198",198,19
"199",199,19
"200",200,19
"201",201,18
"202",202,18
"203",203,18
"204",204,18
"205",205,18
"206",206,19
"207",207,18
"208",208,18
"209",209,18
"210",210,18
"211",211,17
"212",212,17
"213",213,17
"214",214,17
"215",215,17
"216",216,17
"217",217,17
"218",218,17
"219",219,17
"220",220,17
"221",221,17
"222",222,17
"223",223,17
"224",224,17
"225",225,17
"226",226,17
"227",227,17
"228",228,17
"229",229,17
"230",230,17
"231",231,17
"232",232,18
"233",233,18
"234",234,17
"235",235,17
"236",236,18
"237",237,18
"238",238,19
"239",239,19
"240",240,18
"241",241,18
"242",242,18
"243",243,18
"244",244,18
"245",245,19
"246",246,19
"247",247,19
"248",248,19
"249",249,19
"250",250,19
"251",251,19
"252",252,19
"253",253,19
"254",254,19
"255",255,19
"256",256,19
"257",257,19
"258",258,19
"259",259,19
"260",260,19
"261",261,19
"262",262,19
"263",263,19
"264",264,19
"265",265,19
"266",266,19
"267",267,19
"268",268,19
"269",269,19
"270",270,19
"271",271,20
"272",272,20
"273",273,20
"274",274,20
"275",275,19
"276",276,18
"277",277,18
"278",278,18
"279",279,18
"280",280,18
"281",281,18
"282",282,18
"283",283,18
"284",284,18
"285",285,18
"286",286,18
"287",287,18
"288",288,18
"289",289,18
"290",290,18
"291",291,18
"292",292,18
"293",293,18
"294",294,18
"295",295,18
"296",296,18
"297",297,17
"298",298,16
"299",299,16
"300",300,16
"301",301,16
"302",302,16
"303",303,16
"304",304,15
"305",305,15
"306",306,14
"307",307,14
"308",308,14
"309",309,13
"310",310,13
"311",311,13
"312",312,12
"313",313,13
"314",314,13
"315",315,13
"316",316,13
"317",317,13
"318",318,13
"319",319,13
"320",320,13
"321",321,13
"322",322,13
"323",323,13
"324",324,14
"325",325,14
"326",326,14
"327",327,14
"328",328,14
"329",329,14
"330",330,14
"331",331,13
"332",332,13
"333",333,13
"334",334,13
"335",335,13
"336",336,13
"337",337,13
"338",338,13
"339",339,13
"340",340,13
"341",341,13
"342",342,13
"343",343,13
"344",344,12
"345",345,12
"346",346,12
"347",347,12
"348",348,11
"349",349,11
"350",350,11
"351",351,11
"352",352,11
"353",353,11
"354",354,10
"355",355,10
"356",356,10
"357",357,10
"358",358,10
"359",359,11
"360",360,11
"361",361,11
"362",362,12
"363",363,12
"364",364,13
"365",365,13
"366",366,13
"367",367,13
"368",368,13
"369",369,13
"370",370,13
"371",371,13
"372",372,13
"373",373,12
"374",374,12
"375",375,12
"376",376,12
"377",377,12
"378",378,12
"379",379,12
"380",380,12
"381",381,12
