"","Timepoints","Equilibrium"
"1",1,12
"2",2,12
"3",3,12
"4",4,12
"5",5,11
"6",6,12
"7",7,12
"8",8,11
"9",9,10
"10",10,10
"11",11,10
"12",12,10
"13",13,10
"14",14,10
"15",15,10
"16",16,10
"17",17,10
"18",18,10
"19",19,10
"20",20,10
"21",21,10
"22",22,10
"23",23,10
"24",24,10
"25",25,10
"26",26,10
"27",27,11
"28",28,10
"29",29,11
"30",30,12
"31",31,12
"32",32,12
"33",33,12
"34",34,12
"35",35,11
"36",36,11
"37",37,11
"38",38,12
"39",39,13
"40",40,14
"41",41,14
"42",42,14
"43",43,14
"44",44,15
"45",45,15
"46",46,15
"47",47,15
"48",48,15
"49",49,14
"50",50,13
"51",51,13
"52",52,12
"53",53,11
"54",54,11
"55",55,10
"56",56,10
"57",57,10
"58",58,9
"59",59,9
"60",60,9
"61",61,9
"62",62,9
"63",63,9
"64",64,8
"65",65,8
"66",66,9
"67",67,8
"68",68,8
"69",69,7
"70",70,7
"71",71,8
"72",72,8
"73",73,8
"74",74,8
"75",75,8
"76",76,8
"77",77,8
"78",78,7
"79",79,8
"80",80,8
"81",81,9
"82",82,9
"83",83,9
"84",84,10
"85",85,9
"86",86,10
"87",87,10
"88",88,11
"89",89,10
"90",90,10
"91",91,11
"92",92,11
"93",93,12
"94",94,12
"95",95,12
"96",96,12
"97",97,12
"98",98,12
"99",99,12
"100",100,12
"101",101,12
"102",102,12
"103",103,12
"104",104,13
"105",105,13
"106",106,12
"107",107,11
"108",108,11
"109",109,11
"110",110,11
"111",111,12
"112",112,12
"113",113,11
"114",114,10
"115",115,10
"116",116,10
"117",117,10
"118",118,11
"119",119,11
"120",120,11
"121",121,10
"122",122,10
"123",123,11
"124",124,11
"125",125,11
"126",126,11
"127",127,11
"128",128,10
"129",129,10
"130",130,10
"131",131,10
"132",132,9
"133",133,8
"134",134,8
"135",135,8
"136",136,7
"137",137,7
"138",138,7
"139",139,7
"140",140,7
"141",141,7
"142",142,7
"143",143,7
"144",144,7
"145",145,6
"146",146,6
"147",147,6
"148",148,5
"149",149,4
"150",150,4
"151",151,5
"152",152,5
"153",153,5
"154",154,5
"155",155,5
"156",156,5
"157",157,5
"158",158,5
"159",159,5
"160",160,5
"161",161,5
"162",162,5
"163",163,5
"164",164,5
"165",165,6
"166",166,6
"167",167,6
"168",168,6
"169",169,5
"170",170,5
"171",171,5
"172",172,4
"173",173,4
"174",174,4
"175",175,4
"176",176,4
"177",177,4
"178",178,4
"179",179,5
"180",180,5
"181",181,6
"182",182,6
"183",183,6
"184",184,6
"185",185,7
"186",186,8
"187",187,8
"188",188,8
"189",189,8
"190",190,9
"191",191,9
"192",192,9
"193",193,9
"194",194,9
"195",195,9
"196",196,9
"197",197,8
"198",198,8
"199",199,8
"200",200,8
"201",201,9
"202",202,9
"203",203,9
"204",204,9
"205",205,9
"206",206,10
"207",207,10
"208",208,10
"209",209,10
"210",210,10
"211",211,9
"212",212,9
"213",213,9
"214",214,9
"215",215,9
"216",216,9
"217",217,9
"218",218,9
"219",219,9
"220",220,9
"221",221,8
"222",222,8
"223",223,8
"224",224,8
"225",225,8
"226",226,8
"227",227,8
"228",228,8
"229",229,8
"230",230,8
"231",231,8
"232",232,9
"233",233,8
"234",234,7
"235",235,7
"236",236,7
"237",237,7
"238",238,6
"239",239,6
"240",240,6
"241",241,6
"242",242,6
"243",243,6
"244",244,6
"245",245,7
"246",246,7
"247",247,7
"248",248,7
"249",249,7
"250",250,6
"251",251,6
"252",252,7
"253",253,7
"254",254,7
"255",255,7
"256",256,6
"257",257,5
"258",258,6
"259",259,6
"260",260,6
"261",261,6
"262",262,6
"263",263,5
"264",264,4
"265",265,4
"266",266,4
"267",267,4
"268",268,5
"269",269,6
"270",270,6
"271",271,7
"272",272,7
"273",273,7
"274",274,7
"275",275,7
"276",276,6
"277",277,7
"278",278,7
"279",279,6
"280",280,6
"281",281,6
"282",282,6
"283",283,5
"284",284,5
"285",285,5
"286",286,5
"287",287,5
"288",288,5
"289",289,5
"290",290,5
"291",291,5
"292",292,5
"293",293,5
"294",294,5
"295",295,5
"296",296,4
"297",297,4
"298",298,3
"299",299,4
"300",300,4
"301",301,3
"302",302,3
"303",303,3
"304",304,3
"305",305,3
"306",306,3
"307",307,3
"308",308,3
"309",309,3
"310",310,3
"311",311,4
"312",312,4
"313",313,4
"314",314,4
"315",315,5
"316",316,6
"317",317,5
"318",318,4
"319",319,3
"320",320,3
"321",321,3
"322",322,3
"323",323,4
"324",324,4
"325",325,4
"326",326,4
"327",327,4
"328",328,4
"329",329,4
"330",330,4
"331",331,4
"332",332,4
"333",333,4
"334",334,4
"335",335,4
"336",336,4
"337",337,4
"338",338,4
"339",339,4
"340",340,4
"341",341,4
"342",342,4
"343",343,5
"344",344,5
"345",345,5
"346",346,5
"347",347,5
"348",348,5
"349",349,5
"350",350,5
"351",351,5
"352",352,4
"353",353,3
"354",354,4
"355",355,4
"356",356,5
"357",357,5
"358",358,5
"359",359,5
"360",360,5
"361",361,6
"362",362,5
"363",363,5
"364",364,5
"365",365,5
"366",366,5
"367",367,5
"368",368,5
"369",369,5
"370",370,5
"371",371,5
"372",372,5
"373",373,5
"374",374,4
"375",375,4
"376",376,4
"377",377,4
"378",378,5
"379",379,5
"380",380,5
"381",381,5
